Game Name;Release Name;Package Name;Version Code;Last Updated;Size (MB)
Mixture;Mixture v283+1.0.283 -VRP;com.PlayedWithFire.Mixture;283;2023-06-22 14:12 UTC;2394
MLB Home Run Derby VR!;MLB Home Run Derby VR! v127+1.78 -VRP;com.mlb.HomeRunDerbyVR_Quest_Lab;127;2023-06-11 12:50 UTC;1093
ModernArcheryVR;ModernArcheryVR v1+0.1 -ITCH;com.oukaichimon.ArcheryVR2021;1;2023-03-09 12:57 UTC;149
Modulia Studio;Modulia Studio v6+1.0.5 -VRP;com.TheremixTech.ModuliaStudio;6;2023-08-17 21:22 UTC;373
Molecule Builder;Molecule Builder v5+1.0.447 -VRP;com.Xennial.Molecules;5;2023-08-15 21:05 UTC;176
Mondly- Practice Languages in VR;Mondly- Practice Languages in VR v60690+6.3.3 -VRP;com.ATiStudios.LearnLanguagesVRbyMondly;60690;2023-10-26 14:15 UTC;466
MonkeybrainVR;MonkeybrainVR v10+0.1 -VRP;com.EAH.MonkeybrainVR;10;2023-08-17 20:48 UTC;80
Monolith;Monolith v1+0.1 -unknown;com.n.monolith;1;2023-03-09 12:57 UTC;328
Monster Junction;Monster Junction v5+1.01 -ITCH;com.ThunderCorp.MonsterJunctionVR;5;2023-03-09 12:57 UTC;301
Morels- Homestead;Morels- Homestead v77+2.04 -VRP;com.AbramsStudios.Morels.Homestead;77;2023-10-23 18:58 UTC;2324
Mortal and Monster;Mortal and Monster v7+1.5 -VRP;com.Geeift.MXM;7;2023-05-23 14:10 UTC;976
Moss;Moss v22600+1.0.0.22600 -VRP;com.polyarc.MossGame;22600;2023-04-18 01:05 UTC;2749
Moss- Book II;Moss- Book II v91028+1.0.3.91028 -VRP;com.polyarc.Moss2;91028;2023-04-18 01:05 UTC;4876
Mother Ghoul Horror - The Curse of Unborns!;Mother Ghoul Horror - The Curse of Unborns! v4+1.4 -VRP;com.queendeveloper.MotherGhoul;4;2023-10-26 14:15 UTC;137
MOTHERGUNSHIP- FORGE;MOTHERGUNSHIP- FORGE v101+1.1101 -VRP;com.terribleposture.MGSVR;101;2023-07-26 11:03 UTC;1279
Motocross Offroad;Motocross Offroad v7+7 -VRP;com.ZigaGames.motox_VR;7;2023-09-20 17:04 UTC;461
MotoX;MotoX v13+5.5 -VRP;com.EnverStudios.MotoX;13;2023-08-10 14:27 UTC;238
MoveMusic;MoveMusic v23+0.3.3 -VRP;xyz.MoveMusic.MoveMusicControl;23;2023-03-09 12:57 UTC;398
Movin Force;Movin Force v1+0.0.1 -VRP;com.KeironInteractive.MovinForce;1;2023-08-17 20:48 UTC;425
Mr. Scribbles;Mr. Scribbles v1+0.1 -unknown;com.oculus.mrscribbles;1;2023-03-09 12:57 UTC;216
MultiBrush;MultiBrush v127+0.127b-release -VRP;com.rendever.multibrush;127;2023-04-18 01:05 UTC;257
MultiMeasure;MultiMeasure v47+4.32 -VRP;com.VRWorld.MultiMeasure;47;2023-08-09 20:30 UTC;75
Musical Range;Musical Range v80+1.0 -VRP R2;Rockhopper.MusicalRange.Alpha;80;2023-04-17 10:46 UTC;1913
Mutated Virus;Mutated Virus v22+3.0 -VRP;com.AnomosStudios.MutatedVirus;22;2023-04-18 01:05 UTC;1296
Mutrix-M;Mutrix-M v1+1.0.0 -VRP;com.qiyou.MusicMatrixM;1;2023-06-26 13:34 UTC;3128
MVP Football - The Patrick Mahomes Experience;MVP Football - The Patrick Mahomes Experience v2127+0.1.0.2127 -VRP R2;com.citylightsvr.patmahomes;2127;2023-04-14 09:54 UTC;484
My Town Zombie;My Town Zombie v6+1.0 -FFA;com.yjmgames.mytownzombie;6;2023-03-09 12:57 UTC;754
MYSPERYENCE VR;MYSPERYENCE VR v13+1.0.12 -VRP;com.characterbank.mysperyence;13;2023-06-08 11:24 UTC;303
Myst;Myst v723+1.8.6 -NIF;com.CyanWorlds.Myst;723;2023-03-09 12:57 UTC;4368
Mystery Box VR - Escape The Room;Mystery Box VR - Escape The Room v17+1.7 -VRP;com.xsgames.mysteryboxvr;17;2023-10-27 13:16 UTC;236
Myth- A Frozen Tale;Myth- A Frozen Tale v31+1.0 -VRP;com.WaltDisney.MythAFrozenTale;31;2023-04-18 01:05 UTC;581
Mythic Mage;Mythic Mage v17+2.1.4 -VRP R2;com.AndyGrutter.MythicMage;17;2023-04-18 01:05 UTC;220
Narutos Quest;Narutos Quest v2+1.0 -VRP;com.traindz.narutosquest;2;2023-08-01 14:40 UTC;439
National Geographic Explore VR;National Geographic Explore VR v674692+1.2.1 -VRP R2;com.forcefieldxr.explorevr;674692;2023-04-19 13:28 UTC;3739
Nature Treks VR;Nature Treks VR v29+1.29 -VRP R2;com.GreenerGames.QuestTreks;29;2023-04-14 09:54 UTC;1135
Neolithic Dawn;Neolithic Dawn v66+.49.4 -VRP;com.NeolithicLLC.NeolithicDawn;66;2023-10-13 16:52 UTC;2522
Neon Blast VR;Neon Blast VR v31+1.0 -VRP;com.Raptorsgames.NeonBlast;31;2023-04-19 13:28 UTC;79
Neon Kite;Neon Kite v22+0.6.1.4 -VRP;com.VirtualProjection.NeonKite;22;2023-08-17 20:48 UTC;158
Neon Sprint;Neon Sprint v17+1.0.4 -VRP;com.chesstar.NeonSprint.Quest;17;2023-08-17 20:48 UTC;198
NERF Ultimate Championship;NERF Ultimate Championship v25217+1.0.0.25217 -VRP;com.SecretLocation.NerfUltimateChampionship;25217;2023-04-19 13:28 UTC;812
NervBox;NervBox v53+0.2.1493 -VRP;com.QuantumLionLabs.NervBox;53;2023-07-16 13:23 UTC;1286
New Species Found;New Species Found v10+1 -VRP;com.Immersive3D.NewSpeciesFound;10;2023-03-10 21:47 UTC;372
Newton's Cradle;Newton's Cradle v6+1.5 -VRP;com.CarbonBlip.NewtonsCradle;6;2023-03-09 12:57 UTC;335
NFL PRO ERA;NFL PRO ERA v2405+1.2.1 -VRP;com.StatusPro.NFLProEra22;2405;2023-08-17 20:48 UTC;2062
NFL PRO ERA II;NFL PRO ERA II v1512+2.0.0 -VRP;com.StatusPro.NFLProEra2;1512;2023-10-17 11:56 UTC;2880
Nikakudori;Nikakudori v3+1.0.0 -VRP;jp.co.dazzlesystem.nikakudoriVR;3;2023-08-15 21:05 UTC;200
Ninja Legends;Ninja Legends v1084+1.0.1084 -VRP;com.coinflip.ninja;1084;2023-04-19 13:28 UTC;385
No More Rainbows;No More Rainbows v10700106+1.7.106 -VRP;com.squido.nmr;10700106;2023-10-29 14:13 UTC;918
Nock- Bow + Arrow Soccer;Nock- Bow + Arrow Soccer v261+1.11.1 -VRP;com.normalvr.nock;261;2023-10-06 11:20 UTC;1112
Noclip VR;Noclip VR v58+1.838 -VRP;com.noclip.vr;58;2023-09-11 19:41 UTC;1638
Not For Broadcast;Not For Broadcast v1275+1.8.1275 -VRP;com.NotGames.NotForBroadcastVR;1275;2023-06-20 13:14 UTC;15051
Noun Town Language Learning;Noun Town Language Learning v200004+2.00004 -VRP;com.realiaXR.NounTownQuest;200004;2023-10-26 14:15 UTC;2592
Ocean Passthrough;Ocean Passthrough v390+1.390 -VRP;com.ZOSUStudiosLLC.ZOSUfish;390;2023-10-23 18:58 UTC;1092
Ocean Rift;Ocean Rift v55+1.68 -VRP;com.picselica.OceanRiftFullQuest;55;2023-04-14 09:52 UTC;436
OceanCraft;OceanCraft v109+v0.8.18 -VRP;com.FlodLab.OceanCraft;109;2023-05-08 20:40 UTC;165
Octonic;Octonic v265+3.2 -VRP;com.Octonic.OctonicVR;265;2023-08-14 15:20 UTC;3752
Off The Chains Disc Golf;Off The Chains Disc Golf v76+1.07 -VRP;com.DreamNerdy.OTCDG;76;2023-04-19 13:28 UTC;5521
Office Escape Rooms;Office Escape Rooms v3+1 -VRP;com.vikdan.OfficeEscapeRooms;3;2023-08-17 20:48 UTC;232
Office Party;Office Party v10+1.4.0 -NIF;com.moonhaven.officeparty;10;2023-09-11 19:11 UTC;185
OhShape;OhShape v20250+2.2.50 -VRP R2;com.odders.ohshape;20250;2023-10-14 20:48 UTC;630
Olly Power Play;Olly Power Play v23+2.0.2 -NIF;com.waysun.ollypowerplay;23;2023-07-03 13:54 UTC;807
Omega Pilot;Omega Pilot v46+1.0.4 -VRP;com.xocus.omegapilot;46;2023-08-17 20:48 UTC;3756
On Target VR Darts;On Target VR Darts v466+1.4.27 -VRP;com.ColugoProductionsInc.OnTargetVRDarts;466;2023-10-04 12:43 UTC;630
OnStage Simulator;OnStage Simulator v1+0.72 -unknown;com.COMPOS3D.OnStage;1;2023-03-09 12:57 UTC;114
Onward;Onward v16547+1.12.2 -VRP;com.downpourinteractive.onward;16547;2023-09-22 14:12 UTC;4818
OPERATION SERPENS;OPERATION SERPENS v2300000+2.3 -VRP;com.GINRATECH.OPERATIONSERPENS;2300000;2023-04-19 13:28 UTC;761
Operation Warcade;Operation Warcade v23+1.4 -VRP R2;com.ivanovichgames.operationwarcade;23;2023-04-19 13:28 UTC;973
Operation Wolf Returns- First Mission VR;Operation Wolf Returns- First Mission VR v28+0.28 -VRP;com.Virtuallyz.OperationWolf;28;2023-08-03 10:39 UTC;1725
Organ Quarter;Organ Quarter v10+1.10 -VRP;jp.co.amata.organquarter;10;2023-10-04 10:56 UTC;1383
ORKANA CONFLICT VR;ORKANA CONFLICT VR v21+1.0 -VRmoo;com.ROCKAKGAMES.ORKANACONFLICT;21;2023-03-09 12:57 UTC;2669
OSHA Safety Simulator;OSHA Safety Simulator v2+1.0.1 -VRP;com.ChalkBites.OshaSafetySimulatorQuest;2;2023-03-09 12:57 UTC;675
OtherSight;OtherSight v21+2.1 -VRP;com.raizmedia.othersight;21;2023-04-19 13:28 UTC;3563
Out of Scale- A Kurzgesagt Adventure;Out of Scale- A Kurzgesagt Adventure v3039241+0.0.1+303924s -VRP;com.kurzgesagt.outofscale;3039241;2023-10-27 13:16 UTC;3167
Out of the Shadows;Out of the Shadows v57+0.1.5 -VRP;com.samorme.shadow;57;2023-08-17 16:38 UTC;719
Outta Hand;Outta Hand v164+1.0.0.7 -VRP;com.Capricia.HandBoi;164;2023-10-06 11:20 UTC;2695
Oxygen Dreams;Oxygen Dreams v37+1.01 -VRP;com.Fguillotine.OxygenDreamsQuest;37;2023-03-09 12:57 UTC;82
Paint it Back;Paint it Back v12+1.0 -VRP;com.solaair.paintitback;12;2023-08-22 13:21 UTC;1590
Paint To Pixel;Paint To Pixel v14+1.0 -VRP;com.MBD.PaintToPixel;14;2023-05-23 14:10 UTC;868
Painting VR;Painting VR v129+0.9.21 -VRP;com.Oisoi.PaintingVr;129;2023-10-20 12:07 UTC;267
Pandemic by Prisms;Pandemic by Prisms v180+0.5.61 -VRP;com.prismsvr.pandemicbyprisms;180;2023-08-15 21:05 UTC;890
Pandemus VR;Pandemus VR v20+0.20 -VRP;com.GP.RealZombie;20;2023-10-30 00:34 UTC;1233
Pandora;Pandora v40+1.3 -VRP;com.Sucurema.Pandora;40;2023-10-23 11:11 UTC;112
Pangeon VR;Pangeon VR v2+1.0 -VRP;com.UltimateVR.Pangeon;2;2023-04-19 13:28 UTC;557
Pangman;Pangman v16+1.1 -VRP;com.IvanovichGames.BeatBlaster;16;2023-04-19 13:28 UTC;272
Paper Birds - Part I & II;Paper Birds - Part I & II v72+1 -VRP;com.ThreeDAR.PaperBirdsQuest;72;2023-03-09 12:57 UTC;6945
Paradiddle;Paradiddle v77+0.9.12 -VRP;com.tanirganemre.paradiddle;77;2023-04-10 17:45 UTC;1611
Paranormal Activity- The Lost Soul;Paranormal Activity- The Lost Soul v28+1.2 -VRP;com.vrwerx.paranormalactivity;28;2023-04-19 13:28 UTC;2849
Paranormal Detective- Escape From the 80's;Paranormal Detective- Escape from the 80's v22+2.2 -VRP R2;com.LunaBeat.Escape80s;22;2023-04-17 17:51 UTC;1497
Paranormal Detective- Escape from the 90's;Paranormal Detective- Escape from the 90's v117+1.17 -VRP;com.LunaBeat.PD90s;117;2023-04-19 13:28 UTC;1668
Pass Thru Hot Sauce;Pass Thru Hot Sauce v1+0.6 -VRP [ADULT];com.metaxrdev.pths;1;2023-09-26 16:06 UTC;159
PatchWorld - Multiplayer Music Maker;PatchWorld - Multiplayer Music Maker v715+65 -VRP;com.PatchXRStudio.PatchXR;715;2023-10-10 13:39 UTC;775
Path of the Warrior;Path of the Warrior v498+21.11.10.358057 -VRP;com.twistedpixelgames.POTW_App;498;2023-04-19 13:28 UTC;1804
PathCraft;PathCraft v200060+1.08 -VRP;com.dixoft.pathcraft;200060;2023-08-09 12:17 UTC;297
Peaky Blinders- The King's Ransom;Peaky Blinders- The King's Ransom v22878+23.07.20 -NIF;com.mazetheory.peaky;22878;2023-07-24 19:40 UTC;11683
Peco Peco;Peco Peco v10054+0.10.54 -VRP;am.benth.pecopeco;10054;2023-04-19 13:28 UTC;39
Penn & Teller VR- F U, U, U, & U;Penn & Teller VR- F U, U, U, & U v1960571+1.0 -VRP;com.GearboxSoftware.Hawthorn;1960571;2023-04-19 13:28 UTC;1853
PePiBo;PePiBo v2+2 -VRP;com.toritogames.pepibo;2;2023-04-19 13:28 UTC;402
Per Aspera VR;Per Aspera VR v32054+1.0.1.2023.3.14 -VRP;com.RF.TlonIndustries.PerAsperaVR;32054;2023-04-10 17:45 UTC;865
Percussive VR;Percussive VR v2+1.4 -VRP;games.jamhack.PercussiveVR.Oculus;2;2023-04-19 13:28 UTC;153
Perpetuum Mobile;Perpetuum Mobile v106+1.7 -VRP;be.PetrusGames.PerpetuumMobile;106;2023-06-19 16:20 UTC;103
Perspective VR;Perspective VR v20+1.04 -VRP;com.IcaruStudios.Perspective;20;2023-10-09 11:37 UTC;101
Pets VR;Pets VR v17+1.5 -NIF;com.actumgames.petsvr;17;2023-03-09 12:57 UTC;774
Phantom- Covert Ops;Phantom- Covert Ops v49563+1.1 -VRP;com.nDreams.PhantomQuest;49563;2023-04-19 13:28 UTC;3543
PhysHand;PhysHand v2+0.1.1 -unknown;com.JorgeJGnz.PhysHand;2;2023-03-09 12:57 UTC;66
Piano VR;Piano VR v7+0.7 -VRP;com.hybridxreality.PianoVR;7;2023-08-22 13:21 UTC;84
PianoVision;PianoVision v55+0.1.21 -VRP;com.ZarApps.PianoVision;55;2023-10-21 14:09 UTC;307
Pick-up League Hockey;Pick-up League Hockey v564+1.90.01 -VRP;net.electricfalcon.pickuphockeyvr;564;2023-10-29 14:31 UTC;206
Pickleball - The Road to 5.0;Pickleball - The Road to 5.0 v208+0.9.208 -FFA;com.vengine.Pickleball;208;2023-03-09 12:57 UTC;455
Pickleball Pro - Early Access;Pickleball Pro - Early Access v117738023+0.1_2023.9.24.17.0.23.139 -VRP;al.quest.pickleball.forfunlabs;117738023;2023-10-13 16:54 UTC;840
Pickup Basketball VR;Pickup Basketball VR v944+1.0 -VRP;com.ColliderGames.PickUpBasketballVRQL;944;2023-03-09 12:57 UTC;463
Pierhead Arcade Quest;Pierhead Arcade Quest v355+3.0.6 -VRP;com.mechabit.quest.pierheadarcade2;355;2023-04-19 13:28 UTC;524
Pigasus VR Media Player;Pigasus VR Media Player v95+4.1.3 -VRP;com.hanginghatstudios.pigasus;95;2023-10-12 17:26 UTC;260
Pigeons;Pigeons v19+9 -VRP;com.mekiwi.vrpigeons;19;2023-03-09 12:57 UTC;54
Pinball FX2 VR;Pinball FX2 VR v20+1.1.0 -VRP R2;com.zenstudios.PinballFX2VRQuest;20;2023-07-03 16:43 UTC;535
Pipe Dream Co.;Pipe Dream Co. v17+1.11.65 -VRP;com.FieldOfVision.PipeDreamCo;17;2023-04-19 13:28 UTC;263
Pirates on Deck VR;Pirates on Deck VR v2+1.0 -VRP;com.boltvirtual.piratesondeck;2;2023-03-09 12:57 UTC;118
Pistol Whip;Pistol Whip v1990+1.5.64.158 -VRP;com.cloudheadgames.pistolwhip;1990;2023-09-28 11:31 UTC;1604
Pixel Ripped 1978;Pixel Ripped 1978 v378+1.1.0.378 -VRP;io.ARVORE.PixelRipped1978;378;2023-09-05 12:20 UTC;985
Pixel Ripped 1995;Pixel Ripped 1995 v108+108 -VRP R2;io.arvore.pixelripped1995;108;2023-05-17 17:47 UTC;2231
Playin Pickleball;Playin Pickleball v61+1.3.3 -VRP;com.playingames.playinpickleball;61;2023-04-03 21:19 UTC;455
Please, Don't Touch Anything;Please, Don't Touch Anything v1394+2.2 -VRP;com.ForwardXP.nuke;1394;2023-08-22 12:45 UTC;293
Plush Madness;Plush Madness v8+8 -VRP;com.RhineGames.PlushMadness;8;2023-04-19 13:28 UTC;243
Pocket Racer- Sandbox Engine;Pocket Racer- Sandbox Engine v6+6 -NIF;com.curiousvr.pocketracer;6;2023-03-09 12:57 UTC;121
Police Response VR Disturbance;Police Response VR Disturbance v121+V1.1.21 -VRP;com.CaltainVRLtd.PoliceResponseVRDisturbance;121;2023-10-07 18:29 UTC;391
Poly Ego;Poly Ego v88+1.2 -VRP;com.PolyToolDesign.PolyEgo;88;2023-10-16 12:40 UTC;837
Poly Star VR;Poly Star VR v17+1.0 -VRP;com.Newmatic.Polystar;17;2023-08-22 12:45 UTC;330
Polysketch;Polysketch v24+0.24 -VRP;com.PolysketchLLC.Polysketch;24;2023-08-22 12:45 UTC;97
Pong;Pong v34+0.9 -VRP;com.studiohaimi.pong;34;2023-08-22 12:45 UTC;309
Pool;Pool v20+1.0 -VRP;com.sharpforkslabs.billiards;20;2023-10-10 13:39 UTC;170
Pop Shot;Pop Shot v1+1.0 -unknown;com.PixelBoogie.PopShotQuest;1;2023-03-09 12:57 UTC;831
Pop's;Pop's v50+1.0z -VRP;com.MicrobeGames.Pops;50;2023-08-22 12:45 UTC;117
Potato Party- Hash It Out;Potato Party- Hash It Out v200063+1.00.4 -VRP;com.Fanaticus.PotatoParty1;200063;2023-04-19 13:28 UTC;221
Power Force- Just Shoot;Power Force- Just Shoot v25+2.0.2 -VRP;com.vrwood.powerforce;25;2023-04-19 13:28 UTC;590
PowerBeatsVR;PowerBeatsVR v612+4.0.0 -VRP;com.FiveMindCreationsUGhaftungsbeschrnkt.PowerBeatsVR;612;2023-10-30 11:14 UTC;1113
Premortal VR;Premortal VR v30+1.1.1 -VRP;com.voigon.premortalvr;30;2023-10-30 00:34 UTC;722
Presentiment of Death;Presentiment of Death v12+1.0.4 -NIF;com.Xocus.PresentimentOfDeath;12;2023-05-02 12:04 UTC;881
Pressure Washer;Pressure Washer v40+1.0.0.20 -NIF;com.fantawildgames.pressurewasher;40;2023-06-29 17:41 UTC;2054
Prey VR;Prey VR v111+1.1.1 -lvonasek;com.lvonasek.preyvr;111;2023-10-10 16:24 UTC;2911
Primal Hunt;Primal Hunt v1611+0.0.15_2023_02_13_24920 -VRP R2;com.phaserlock.primalhunt;1611;2023-04-19 13:28 UTC;1789
Prison Boss VR;Prison Boss VR v43+1.7.0.0 -VRP;com.Trebuchet.PrisonBossVR;43;2023-07-23 17:24 UTC;509
Private Agent;Private Agent v5+1.3 -VRP;com.Nottie.PrivateAgent;5;2023-08-15 21:05 UTC;845
Private Property;Private Property v36+1.0.1b_OculusQuest -VRP;com.WenklyStudio.PrivateProperty;36;2023-08-09 15:38 UTC;1357
Pro Bowling Social;Pro Bowling Social v12+1.0.0.6.12 -VRP;com.moonstar.probowling.debugb;12;2023-03-09 12:57 UTC;162
Pro Car Wash;Pro Car Wash v12+0.2 -VRP;com.FragilentInteractive.ProCarWashVR;12;2023-04-17 17:51 UTC;259
Project Demigod;Project Demigod v438+0.24.1 -VRP;com.OmnifariousStudiosLLC.ProjectDemigod;438;2023-10-20 12:07 UTC;4217
Project TERMINUS VR;Project TERMINUS VR v774+3.0.3 -VRP;com.cvr.terminus;774;2023-09-14 17:19 UTC;4180
Project Third Eye;Project Third Eye v32+0.041 -VRP;com.YueWorks.ThirdEye;32;2023-08-29 18:27 UTC;2437
Project Z;Project Z v45+1.1.0 -VRP;com.slindev.projectz;45;2023-04-19 13:28 UTC;220
Propagation- Paradise Hotel;Propagation- Paradise Hotel v42+1.2.4 -VRP;com.wanadev.propagation_ph;42;2023-09-29 11:02 UTC;2313
Pteranodon's Flight;Pteranodon's Flight v1+1.0 -unknown;com.VictoryXR.PteranodonsFlight;1;2023-03-09 12:57 UTC;376
Pub Darts;Pub Darts v200002+1.0 -QU;com.Ardooly.PubDarts;200002;2023-03-09 12:57 UTC;111
PuchVRX - Boxing Game & Fighting Game;PuchVRX - Boxing Game & Fighting Game v8+1.0.8 -VRP;com.skippy.boxing.punchvrx;8;2023-08-22 12:45 UTC;58
Puppet Fever;Puppet Fever v26+1.0.1 -VRP;com.coastalbyte.puppetfever;26;2023-04-19 13:28 UTC;132
Pure Fun;Pure Fun v1+0.30 -VRP [ADULT];com.PureSpark.Purefun;1;2023-07-11 13:36 UTC;161
Puzzle Bobble VR- Vacation Odyssey;Puzzle Bobble VR- Vacation Odyssey v300836+1.0 -VRP;com.survios.bam;300836;2023-04-19 13:28 UTC;1185
Puzzle Cafe VR;Puzzle Cafe VR v200012+12 -VRP;com.DefaultCompany.PuzzleWaifu;200012;2023-04-19 13:28 UTC;77
Puzzling Paths;Puzzling Paths v17+1.0 -VRP R2;com.WeirdEyeStudios.PuzzlingPaths;17;2023-04-19 13:28 UTC;199
Puzzling Places;Puzzling Places v518+1.31.1 -VRP;com.RealitiesIO.puzzlingPlaces;518;2023-10-23 12:08 UTC;18503
Puzzling Places Patreon LSV;Puzzling Places Patreon LSV v1+1.5.LSV -VRP;com.RealitiesIO.puzzlingPlacesPatreonLSV;1;2023-05-16 18:35 UTC;6572
Quake2Quest;Quake2Quest v20+1.0.9 -DrBeef;com.drbeef.quake2quest;20;2023-03-09 12:57 UTC;625
Quake3Quest;Quake3Quest v4+1.0.0 -DrBeef;com.drbeef.ioq3quest;1;2023-03-09 12:57 UTC;562
QuakeQuest;QuakeQuest v18+1.4.11 -DrBeef;com.drbeef.quakequest;18;2023-03-09 12:57 UTC;64
Quest for Runia;Quest for Runia v19+1.02 -VRP;com.Cykyria.QuestForRunia;19;2023-04-19 13:28 UTC;506
Quest Games Optimizer;Quest Games Optimizer v1+9.0.0 -NIF;com.anagan.qgo;1;2023-10-29 14:31 UTC;18
QuestZDoom Pack;QuestZDoom Pack v31+1.4.0 -DrBeef;com.drbeef.questzdoom;31;2023-03-09 12:57 UTC;174
Raccoon Lagoon;Raccoon Lagoon v235238+1.0 -VRP;com.hiddenpath.phoenix;235238;2023-04-19 13:28 UTC;1689
Race For Fun;Race For Fun v14+0.85 -VRP;com.RaptorsGames.RaceForFun;14;2023-04-19 13:28 UTC;1310
Racket Attack;Racket Attack v1+1.0 -Unknown;com.DowngradeStudios.RacketAttackVR;1;2023-03-09 12:57 UTC;110
Racket Club;Racket Club v10229744+0.10.229744-release -VRP;com.resolutiongames.racketclub;10229744;2023-10-27 20:26 UTC;919
Racket Fury- Table Tennis VR;Racket Fury- Table Tennis VR v712+7.1.2 -VRP;com.RacketFury.RF_GearVR;712;2023-05-23 14:10 UTC;379
Racket- Nx;Racket- Nx v265+2.8.25 -VRP;com.onehamsa.RNXQ;265;2023-09-20 17:02 UTC;477
Radial-G- Proteus;Radial-G- Proteus v29+0.1 -VRP;com.Things3D.RadialGProteus;29;2023-04-19 13:28 UTC;566
Ragnarock;Ragnarock v3602+2.2.1 -VRP;com.wanadev.ragnarockquest;3602;2023-10-13 16:47 UTC;2330
Rainbow Reactor- Fusion;Rainbow Reactor- Fusion v107+1.0.4 -VRP;com.Tunermaxx.RiseoftheRainbowReactor;107;2023-04-19 13:28 UTC;566
RamCastle;RamCastle v3+3.1 -VRP;com.curiousvr.ramcastle;3;2023-03-09 12:57 UTC;94
Range Day VR;Range Day VR v27+1.42 -VRP;com.InvidiousStudios.RangedayVRQ;27;2023-04-19 13:28 UTC;2905
RC Airplane Challenge;RC Airplane Challenge v5+1.04 -VRP;com.StrangeGamesStudios.RCAirplaneChallenge;5;2023-08-22 12:45 UTC;1487
Real VR Fishing;Real VR Fishing v574+2.466 -VRP;com.Miragesoft.RealVrFishingQ;574;2023-08-21 12:45 UTC;2311
RealFit;RealFit v111+2021.10.1633722683 -VRP;co.realfit.RealFit;111;2023-08-22 12:45 UTC;221
Reality Browser;Reality Browser v73+2.0 -VRP;com.transcendxr.reality;73;2023-03-09 12:57 UTC;113
Realms Of Eternity;Realms Of Eternity v11+0.6.4 AppLab -VRP;com.VRKemono.RealmsofEternity;11;2023-04-19 13:28 UTC;597
Realms Of Flow;Realms Of Flow v11+0.9.10.11 -VRP;com.EpicScapes.RealmsOfFlow;11;2023-10-10 13:39 UTC;3680
Recombination;Recombination v16+1.0.3 -VRP;com.recombination;16;2023-05-22 17:18 UTC;266
Red Matter;Red Matter v32+1.0.009 -VRP;com.VerticalRobot.RedMatter;32;2023-04-19 13:28 UTC;1425
Red Matter 2;Red Matter 2 v75+1.0.021 -VRP;com.VerticalRobot.RedMatter2;75;2023-10-03 15:42 UTC;8955
REFLEX UNIT 2;REFLEX UNIT 2 v408+4.3 -VRP;com.robosarugames.reflexunit2Lab;408;2023-07-21 11:07 UTC;569
Refuge VR;Refuge VR v1+0.1 -unknown;com.Meditation.RefugeVRv1;1;2023-03-09 12:57 UTC;1846
Relaxed spiders experience;Relaxed spiders experience v11+1.1 -VRP;com.BoMoSpace.RelaxedSpiders;11;2023-05-15 18:35 UTC;353
Remain Alive;Remain Alive v462+1.1 -VRP;com.FuzzyBear.RemainAlive;462;2023-08-22 12:45 UTC;359
Republique VR;Republique VR v244441+1.3 -VRP;com.camouflaj.republiquevr;244441;2023-04-19 20:18 UTC;3839
Resident Evil 4;Resident Evil 4 v203+2.3 -VRP;com.Armature.VR4;203;2023-05-16 10:24 UTC;8580
Residential Fundamentals;Residential Fundamentals v2097+0.2.2097.1 -VRP;company.talespin.residential.fundamentals.applab;2097;2023-03-09 12:57 UTC;485
Resilience;Resilience v20+1.0.8042 -VRP;com.scale1.resilience;20;2023-08-15 21:05 UTC;116
Resist;Resist v210+1.1.0.210 -VRP;com.nextgenreality.resist;210;2023-10-06 11:20 UTC;1532
RESONARK X LITE;RESONARK X LITE v10100004+1.0.1d -VRP;com.sepnekoya.ResonarkXLite;10100004;2023-06-07 16:53 UTC;247
Rest In Pieces;Rest In Pieces v37+1.35 -VRP;com.StormingTech.RestInPiecesSQ;37;2023-04-19 13:28 UTC;878
Retreat;Retreat v583+1.2.7-prod -VRP;com.GeniusX.retreat2;583;2023-04-19 13:28 UTC;1565
Retropolis 2- Never Say Goodbye;Retropolis 2- Never Say Goodbye v9+0.4_ep1 -NIF;com.PeanutButton.Retropolis2nsg;9;2023-06-29 18:47 UTC;1628
Return to Castle Wolfenstein;Return to Castle Wolfenstein v49+1.3.0 -DrBeef;com.drbeef.rtcwquest;49;2023-03-09 12:57 UTC;1361
Return To Kurgansk;Return To Kurgansk v313+1.1.0.0 -VRP;com.gaijin.sokvr;313;2023-04-19 13:28 UTC;496
Revolver Widow;Revolver Widow v3+1.2 -VRP;com.StudioPoncho.Pinkertons;3;2023-04-19 13:28 UTC;420
Revria;Revria v12+0.0.41d -NIF;com.BrantiskyInteractive.Revria;12;2023-06-26 13:34 UTC;581
Rez Infinite;Rez Infinite v41+41.0 -VRP;com.enhanceexperience.rezquest;41;2023-04-19 13:28 UTC;620
Rezzil Player;Rezzil Player v866+1.1.575 -VRP;com.Rezzil.Quest;866;2023-04-25 23:10 UTC;1802
Rhythm 'n Bullets;Rhythm 'n Bullets v31+1.21 -VRP;com.db.groovebullet;31;2023-08-22 12:45 UTC;767
Rhythm Boom;Rhythm Boom v1046+1.046 -Unknown;com.AliVQuest.RhythmBoomLive;1046;2023-03-09 12:57 UTC;166
RiBLA Studio;RiBLA Studio v8350+2.2 -VRP;jp.co.avex.anicastmaker;8350;2023-04-25 11:54 UTC;434
